tech,distance_m,location,protocol,direction,sample,pci,rnti,dl_cqi,dl_ri,dl_mcs,dl_brate,dl_ok,dl_nok,dl_bler,dl_bs,ul_snr,ul_pucch_snr,ul_rsrp,ul_phr,ul_ri,ul_mcs,ul_brate,ul_ok,ul_nok,ul_bler,ul_bsr,ul_ta
4G,2,Loc_1_2m,TCP,DL,0,1.0,46,11.0,0.0,2.0,3700.0,16.0,8.0,33.0,,5.7,15.1,,17.0,,2.0,63000.0,30.0,3.0,9.0,0.0,
4G,2,Loc_1_2m,TCP,DL,1,1.0,46,9.0,0.0,0.0,392.0,7.0,0.0,0.0,,14.4,16.0,,20.0,,12.0,29000.0,7.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,2,1.0,46,12.0,0.0,0.0,168.0,3.0,0.0,0.0,,13.1,13.8,,23.0,,12.0,13000.0,3.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,3,1.0,46,12.0,0.0,0.0,224.0,4.0,0.0,0.0,,7.4,7.7,,20.0,,5.0,24000.0,7.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,4,1.0,46,12.0,0.0,0.0,280.0,5.0,0.0,0.0,,10.6,12.0,,20.0,,6.0,16000.0,4.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,5,1.0,46,12.0,0.0,0.0,168.0,3.0,0.0,0.0,,9.7,12.6,,20.0,,9.0,13000.0,3.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,6,1.0,46,12.0,0.0,0.0,112.0,2.0,0.0,0.0,,6.8,7.6,,18.0,,3.0,12000.0,4.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,7,1.0,46,13.0,0.0,0.0,504.0,9.0,3.0,25.0,,1.3,4.9,,19.0,,0.0,13000.0,8.0,27.0,77.0,0.0,
4G,2,Loc_1_2m,TCP,DL,8,1.0,46,13.0,0.0,0.0,224.0,4.0,0.0,0.0,,3.1,6.2,,20.0,,1.0,7000.0,4.0,2.0,33.0,0.0,
4G,2,Loc_1_2m,TCP,DL,9,1.0,46,11.0,0.0,0.0,112.0,2.0,0.0,0.0,,12.7,14.5,,19.0,,7.0,9800.0,3.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,10,1.0,46,12.0,0.0,0.0,280.0,5.0,0.0,0.0,,12.6,17.5,,22.0,,10.0,17000.0,4.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,11,1.0,46,11.0,0.0,4.0,5600.0,12.0,0.0,0.0,,11.3,16.8,,20.0,,9.0,43000.0,10.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,12,1.0,46,13.0,0.0,25.0,30000000.0,740.0,148.0,16.0,,9.5,14.8,,20.0,,6.0,988000.0,272.0,1.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,13,1.0,46,13.0,0.0,22.0,30000000.0,858.0,136.0,13.0,,15.2,17.7,,25.0,,14.0,954000.0,217.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,14,1.0,46,13.0,0.0,20.0,29000000.0,921.0,78.0,7.0,,11.1,13.6,,23.0,,9.0,870000.0,253.0,0.0,0.0,172.0,
4G,2,Loc_1_2m,TCP,DL,15,1.0,46,12.0,0.0,17.0,27000000.0,964.0,35.0,3.0,,13.4,15.7,,23.0,,12.0,751000.0,205.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,16,1.0,46,12.0,0.0,16.0,24000000.0,944.0,54.0,5.0,,13.8,16.1,,26.0,,13.0,697000.0,201.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,17,1.0,46,12.0,0.0,17.0,26000000.0,952.0,48.0,4.0,,14.6,16.7,,26.0,,14.0,668000.0,189.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,18,1.0,46,12.0,0.0,16.0,24000000.0,953.0,48.0,4.0,,15.5,17.7,,27.0,,14.0,516000.0,183.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,19,1.0,46,11.0,0.0,15.0,23000000.0,953.0,46.0,4.0,,16.2,18.4,,27.0,,15.0,537000.0,183.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,20,1.0,46,12.0,0.0,17.0,26000000.0,935.0,63.0,6.0,,14.6,16.7,,26.0,,14.0,554000.0,198.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,21,1.0,46,12.0,0.0,18.0,26000000.0,946.0,52.0,5.0,,14.0,15.8,,26.0,,13.0,619000.0,192.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,22,1.0,46,13.0,0.0,18.0,27000000.0,920.0,77.0,7.0,,13.3,14.9,,26.0,,13.0,562000.0,178.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,23,1.0,46,13.0,0.0,18.0,26000000.0,936.0,60.0,6.0,,13.9,15.5,,27.0,,14.0,600000.0,203.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,24,1.0,46,13.0,0.0,18.0,26000000.0,918.0,79.0,7.0,,14.4,15.8,,27.0,,15.0,616000.0,197.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,25,1.0,46,12.0,0.0,16.0,25000000.0,982.0,17.0,1.0,,16.2,17.9,,26.0,,16.0,584000.0,186.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,26,1.0,46,13.0,0.0,18.0,25000000.0,876.0,122.0,12.0,,14.5,16.1,,27.0,,15.0,509000.0,168.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,27,1.0,46,13.0,0.0,20.0,28000000.0,901.0,96.0,9.0,,12.0,13.7,,27.0,,13.0,576000.0,176.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,28,1.0,46,13.0,0.0,19.0,29000000.0,953.0,47.0,4.0,,12.0,13.8,,27.0,,13.0,603000.0,196.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,29,1.0,46,13.0,0.0,19.0,27000000.0,914.0,83.0,8.0,,14.6,16.5,,28.0,,16.0,571000.0,202.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,30,1.0,46,13.0,0.0,18.0,27000000.0,971.0,26.0,2.0,,15.1,17.1,,27.0,,16.0,609000.0,189.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,31,1.0,46,13.0,0.0,18.0,26000000.0,909.0,87.0,8.0,,15.3,17.2,,28.0,,17.0,585000.0,192.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,32,1.0,46,12.0,0.0,18.0,16000000.0,569.0,52.0,8.0,,15.1,17.0,,29.0,,16.0,294000.0,102.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,33,1.0,46,11.0,0.0,0.0,168.0,3.0,0.0,0.0,,15.1,18.5,,26.0,,18.0,13000.0,3.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,34,1.0,46,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,99.9,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,DL,35,1.0,46,10.0,0.0,0.0,168.0,3.0,0.0,0.0,,15.2,17.5,,25.0,,18.0,13000.0,3.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,UL,0,1.0,46,11.0,0.0,2.0,4800.0,14.0,0.0,0.0,,15.3,20.5,,21.0,,11.0,104000.0,15.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,UL,1,1.0,46,11.0,0.0,0.0,112.0,2.0,0.0,0.0,,15.0,20.5,,24.0,,14.0,4100.0,1.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,TCP,UL,2,1.0,46,12.0,0.0,7.0,176000.0,242.0,0.0,0.0,,16.1,20.4,,20.0,,16.0,7500000.0,534.0,0.0,0.0,137000.0,
4G,2,Loc_1_2m,TCP,UL,3,1.0,46,11.0,0.0,7.0,404000.0,528.0,1.0,0.0,,16.4,,,18.0,,17.0,15000000.0,1000.0,0.0,0.0,135000.0,
4G,2,Loc_1_2m,TCP,UL,4,1.0,46,11.0,0.0,8.0,328000.0,415.0,0.0,0.0,,14.7,,,19.0,,16.0,14000000.0,1000.0,0.0,0.0,141000.0,
4G,2,Loc_1_2m,TCP,UL,5,1.0,46,11.0,0.0,7.0,312000.0,428.0,0.0,0.0,,13.2,,,19.0,,15.0,13000000.0,1000.0,0.0,0.0,138000.0,
4G,2,Loc_1_2m,TCP,UL,6,1.0,46,11.0,0.0,7.0,261000.0,349.0,1.0,0.0,,14.1,,,19.0,,18.0,16000000.0,1000.0,0.0,0.0,135000.0,
4G,2,Loc_1_2m,TCP,UL,7,1.0,46,11.0,0.0,7.0,254000.0,337.0,0.0,0.0,,13.3,,,21.0,,18.0,16000000.0,1000.0,0.0,0.0,138000.0,
4G,2,Loc_1_2m,TCP,UL,8,1.0,46,12.0,0.0,6.0,160000.0,235.0,0.0,0.0,,13.2,,,19.0,,18.0,16000000.0,1000.0,0.0,0.0,136000.0,
4G,2,Loc_1_2m,TCP,UL,9,1.0,46,12.0,0.0,7.0,167000.0,234.0,0.0,0.0,,14.8,,,19.0,,19.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,2,Loc_1_2m,TCP,UL,10,1.0,46,11.0,0.0,6.0,165000.0,249.0,1.0,0.0,,14.6,,,19.0,,19.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,2,Loc_1_2m,TCP,UL,11,1.0,46,10.0,0.0,5.0,128000.0,211.0,0.0,0.0,,12.8,,,20.0,,17.0,16000000.0,1000.0,0.0,0.0,135000.0,
4G,2,Loc_1_2m,TCP,UL,12,1.0,46,9.0,0.0,5.0,101000.0,187.0,1.0,0.0,,13.7,,,21.0,,18.0,17000000.0,1000.0,0.0,0.0,135000.0,
4G,2,Loc_1_2m,TCP,UL,13,1.0,46,11.0,0.0,5.0,106000.0,184.0,2.0,1.0,,12.2,,,21.0,,17.0,15000000.0,1000.0,0.0,0.0,138000.0,
4G,2,Loc_1_2m,TCP,UL,14,1.0,46,12.0,0.0,5.0,113000.0,198.0,0.0,0.0,,11.3,,,21.0,,16.0,14000000.0,1000.0,0.0,0.0,138000.0,
4G,2,Loc_1_2m,TCP,UL,15,1.0,46,11.0,0.0,5.0,108000.0,198.0,0.0,0.0,,11.6,,,21.0,,17.0,14000000.0,1000.0,0.0,0.0,138000.0,
4G,2,Loc_1_2m,TCP,UL,16,1.0,46,12.0,0.0,5.0,105000.0,191.0,0.0,0.0,,10.8,,,21.0,,15.0,13000000.0,999.0,0.0,0.0,141000.0,
4G,2,Loc_1_2m,TCP,UL,17,1.0,46,12.0,0.0,5.0,91000.0,177.0,0.0,0.0,,9.3,,,22.0,,13.0,11000000.0,1001.0,0.0,0.0,141000.0,
4G,2,Loc_1_2m,TCP,UL,18,1.0,46,11.0,0.0,5.0,116000.0,213.0,0.0,0.0,,10.6,,,22.0,,15.0,13000000.0,1000.0,0.0,0.0,138000.0,
4G,2,Loc_1_2m,TCP,UL,19,1.0,46,12.0,0.0,5.0,102000.0,186.0,0.0,0.0,,11.0,,,22.0,,15.0,13000000.0,1000.0,0.0,0.0,141000.0,
4G,2,Loc_1_2m,TCP,UL,20,1.0,46,11.0,0.0,5.0,89000.0,164.0,0.0,0.0,,10.1,,,22.0,,14.0,11000000.0,999.0,0.0,0.0,141000.0,
4G,2,Loc_1_2m,TCP,UL,21,1.0,46,11.0,0.0,5.0,93000.0,178.0,0.0,0.0,,10.1,,,22.0,,14.0,11000000.0,1001.0,0.0,0.0,141000.0,
4G,2,Loc_1_2m,TCP,UL,22,1.0,46,11.0,0.0,5.0,113000.0,200.0,0.0,0.0,,10.2,,,22.0,,14.0,12000000.0,1000.0,0.0,0.0,138000.0,
4G,2,Loc_1_2m,TCP,UL,23,1.0,46,11.0,0.0,5.0,110000.0,198.0,0.0,0.0,,11.2,,,22.0,,16.0,14000000.0,1000.0,0.0,0.0,141000.0,
4G,2,Loc_1_2m,TCP,UL,24,1.0,46,11.0,0.0,5.0,97000.0,188.0,1.0,0.0,,10.3,,,22.0,,14.0,11000000.0,1000.0,0.0,0.0,141000.0,
4G,2,Loc_1_2m,TCP,UL,25,1.0,46,11.0,0.0,5.0,109000.0,207.0,0.0,0.0,,10.2,,,22.0,,14.0,11000000.0,999.0,0.0,0.0,141000.0,
4G,2,Loc_1_2m,TCP,UL,26,1.0,46,11.0,0.0,5.0,98000.0,185.0,0.0,0.0,,10.4,,,22.0,,14.0,11000000.0,1001.0,0.0,0.0,140000.0,
4G,2,Loc_1_2m,TCP,UL,27,1.0,46,12.0,0.0,5.0,116000.0,214.0,0.0,0.0,,10.5,,,22.0,,14.0,11000000.0,1000.0,0.0,0.0,140000.0,
4G,2,Loc_1_2m,TCP,UL,28,1.0,46,12.0,0.0,5.0,107000.0,203.0,0.0,0.0,,10.5,,,22.0,,14.0,11000000.0,1000.0,0.0,0.0,140000.0,
4G,2,Loc_1_2m,TCP,UL,29,1.0,46,11.0,0.0,5.0,113000.0,214.0,0.0,0.0,,10.3,,,22.0,,14.0,11000000.0,999.0,0.0,0.0,140000.0,
4G,2,Loc_1_2m,TCP,UL,30,1.0,46,11.0,0.0,5.0,196000.0,330.0,3.0,0.0,,10.4,17.3,,22.0,,14.0,8700000.0,779.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,0,1.0,46,10.0,0.0,3.0,3100.0,14.0,0.0,0.0,,10.1,17.6,,16.0,,6.0,71000.0,17.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,1,1.0,46,10.0,0.0,22.0,10000000.0,293.0,72.0,19.0,,8.2,15.4,,17.0,,6.0,70000.0,17.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,2,1.0,46,10.0,0.0,18.0,25000000.0,885.0,106.0,10.0,,11.9,19.0,,18.0,,9.0,56000.0,13.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,3,1.0,46,9.0,0.0,15.0,22000000.0,957.0,39.0,3.0,,15.4,23.3,,18.0,,13.0,68000.0,16.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,4,1.0,46,10.0,0.0,18.0,27000000.0,940.0,56.0,5.0,,14.4,22.0,,20.0,,12.0,59000.0,14.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,5,1.0,46,10.0,0.0,18.0,27000000.0,946.0,50.0,5.0,,14.3,22.0,,19.0,,12.0,63000.0,15.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,6,1.0,46,10.0,0.0,18.0,27000000.0,957.0,39.0,3.0,,15.3,22.5,,19.0,,13.0,67000.0,16.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,7,1.0,46,10.0,0.0,18.0,26000000.0,915.0,80.0,8.0,,14.4,21.3,,20.0,,12.0,59000.0,14.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,8,1.0,46,10.0,0.0,18.0,27000000.0,972.0,26.0,2.0,,14.6,22.2,,19.0,,12.0,63000.0,15.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,9,1.0,46,10.0,0.0,17.0,26000000.0,953.0,46.0,4.0,,13.8,21.3,,19.0,,11.0,68000.0,16.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,10,1.0,46,10.0,0.0,17.0,26000000.0,946.0,50.0,5.0,,14.5,22.3,,20.0,,12.0,63000.0,15.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,11,1.0,46,9.0,0.0,16.0,25000000.0,957.0,38.0,3.0,,15.6,23.0,,20.0,,14.0,63000.0,15.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,12,1.0,46,10.0,0.0,17.0,26000000.0,931.0,65.0,6.0,,15.3,22.7,,20.0,,14.0,67000.0,16.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,13,1.0,46,9.0,0.0,14.0,19000000.0,843.0,150.0,15.0,,15.4,22.9,,20.0,,14.0,54000.0,13.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,14,1.0,46,9.0,0.0,10.0,15000000.0,920.0,76.0,7.0,,15.4,22.9,,20.0,,14.0,59000.0,14.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,15,1.0,46,9.0,0.0,10.0,15000000.0,981.0,17.0,1.0,,15.4,23.1,,20.0,,14.0,71000.0,17.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,16,1.0,46,9.0,0.0,11.0,16000000.0,930.0,65.0,6.0,,15.9,23.3,,20.0,,14.0,59000.0,14.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,17,1.0,46,9.0,0.0,12.0,19000000.0,991.0,9.0,0.0,,16.2,23.5,,20.0,,14.0,68000.0,16.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,18,1.0,46,10.0,0.0,13.0,17000000.0,858.0,135.0,13.0,,14.4,21.8,,20.0,,13.0,66000.0,16.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,19,1.0,46,11.0,0.0,13.0,18000000.0,878.0,116.0,11.0,,13.5,20.2,,20.0,,11.0,55000.0,13.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,20,1.0,46,11.0,0.0,14.0,22000000.0,998.0,2.0,0.0,,12.8,19.4,,20.0,,10.0,72000.0,17.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,21,1.0,46,10.0,0.0,14.0,22000000.0,985.0,13.0,1.0,,13.3,19.9,,19.0,,10.0,76000.0,18.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,DL,22,1.0,46,9.0,0.0,12.0,1400000.0,74.0,0.0,0.0,,15.8,22.3,,19.0,,13.0,48000.0,8.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,UL,0,1.0,46,12.0,0.0,3.0,3700.0,15.0,0.0,0.0,,13.6,19.3,,19.0,,8.0,71000.0,13.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,UL,1,1.0,46,10.0,0.0,2.0,7400.0,24.0,1.0,4.0,,16.2,17.0,,16.0,,14.0,3000000.0,250.0,0.0,0.0,133000.0,
4G,2,Loc_1_2m,UDP,UL,2,1.0,46,10.0,0.0,0.0,897.0,16.0,0.0,0.0,,15.3,,,14.0,,15.0,13000000.0,999.0,0.0,0.0,134000.0,
4G,2,Loc_1_2m,UDP,UL,3,1.0,46,10.0,0.0,0.0,840.0,15.0,0.0,0.0,,16.3,,,14.0,,17.0,15000000.0,1000.0,0.0,0.0,130000.0,
4G,2,Loc_1_2m,UDP,UL,4,1.0,46,9.0,0.0,0.0,896.0,16.0,0.0,0.0,,19.1,,,12.0,,21.0,20000000.0,1000.0,0.0,0.0,130000.0,
4G,2,Loc_1_2m,UDP,UL,5,1.0,46,9.0,0.0,0.0,951.0,17.0,0.0,0.0,,17.6,,,11.0,,20.0,19000000.0,1000.0,1.0,0.0,128000.0,
4G,2,Loc_1_2m,UDP,UL,6,1.0,46,8.0,0.0,0.0,897.0,16.0,0.0,0.0,,19.2,,,10.0,,23.0,23000000.0,999.0,0.0,0.0,128000.0,
4G,2,Loc_1_2m,UDP,UL,7,1.0,46,10.0,0.0,0.0,952.0,17.0,0.0,0.0,,17.8,,,12.0,,22.0,21000000.0,993.0,6.0,0.0,128000.0,
4G,2,Loc_1_2m,UDP,UL,8,1.0,46,9.0,0.0,0.0,784.0,14.0,3.0,17.0,,17.2,,,13.0,,22.0,21000000.0,996.0,4.0,0.0,130000.0,
4G,2,Loc_1_2m,UDP,UL,9,1.0,46,9.0,0.0,0.0,952.0,17.0,0.0,0.0,,18.1,,,13.0,,22.0,22000000.0,1000.0,0.0,0.0,133000.0,
4G,2,Loc_1_2m,UDP,UL,10,1.0,46,8.0,0.0,0.0,895.0,16.0,0.0,0.0,,19.0,,,11.0,,22.0,22000000.0,1001.0,0.0,0.0,131000.0,
4G,2,Loc_1_2m,UDP,UL,11,1.0,46,9.0,0.0,0.0,897.0,16.0,0.0,0.0,,19.4,,,11.0,,23.0,23000000.0,999.0,0.0,0.0,131000.0,
4G,2,Loc_1_2m,UDP,UL,12,1.0,46,8.0,0.0,0.0,896.0,16.0,0.0,0.0,,19.3,,,11.0,,23.0,23000000.0,1000.0,0.0,0.0,129000.0,
4G,2,Loc_1_2m,UDP,UL,13,1.0,46,9.0,0.0,0.0,896.0,16.0,0.0,0.0,,17.5,26.5,,12.0,,22.0,21000000.0,976.0,23.0,2.0,131000.0,
4G,2,Loc_1_2m,UDP,UL,14,1.0,46,11.0,0.0,0.0,951.0,17.0,0.0,0.0,,18.1,,,14.0,,22.0,22000000.0,1001.0,0.0,0.0,129000.0,
4G,2,Loc_1_2m,UDP,UL,15,1.0,46,10.0,0.0,0.0,841.0,15.0,0.0,0.0,,19.3,,,13.0,,23.0,23000000.0,999.0,0.0,0.0,130000.0,
4G,2,Loc_1_2m,UDP,UL,16,1.0,46,11.0,0.0,0.0,928.0,15.0,0.0,0.0,,9.3,12.6,,15.0,,13.0,9800000.0,962.0,33.0,3.0,143000.0,
4G,2,Loc_1_2m,UDP,UL,17,1.0,46,11.0,0.0,0.0,1000.0,18.0,0.0,0.0,,9.3,,,16.0,,13.0,10000000.0,1000.0,0.0,0.0,141000.0,
4G,2,Loc_1_2m,UDP,UL,18,1.0,46,9.0,0.0,0.0,952.0,17.0,0.0,0.0,,9.7,11.8,,16.0,,14.0,11000000.0,982.0,16.0,1.0,139000.0,
4G,2,Loc_1_2m,UDP,UL,19,1.0,46,10.0,0.0,0.0,895.0,16.0,0.0,0.0,,9.8,,,16.0,,14.0,11000000.0,1000.0,0.0,0.0,140000.0,
4G,2,Loc_1_2m,UDP,UL,20,1.0,46,10.0,0.0,0.0,841.0,15.0,0.0,0.0,,10.6,,,15.0,,14.0,12000000.0,999.0,0.0,0.0,137000.0,
4G,2,Loc_1_2m,UDP,UL,21,1.0,46,10.0,0.0,0.0,840.0,15.0,0.0,0.0,,10.4,,,15.0,,14.0,12000000.0,996.0,4.0,0.0,142000.0,
4G,2,Loc_1_2m,UDP,UL,22,1.0,46,10.0,0.0,3.0,17000.0,21.0,2.0,8.0,,8.9,14.5,,16.0,,12.0,7400000.0,822.0,0.0,0.0,0.0,
4G,2,Loc_1_2m,UDP,UL,23,1.0,46,9.0,0.0,0.0,112.0,2.0,0.0,0.0,,12.5,17.9,,18.0,,10.0,4300.0,1.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,0,1.0,46,10.0,0.0,4.0,7600.0,10.0,0.0,0.0,,12.8,19.4,,16.0,,8.0,135000.0,11.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,1,1.0,46,9.0,0.0,0.0,336.0,6.0,0.0,0.0,,9.6,18.5,,18.0,,7.0,26000.0,6.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,2,1.0,46,10.0,0.0,21.0,15000000.0,449.0,87.0,16.0,,8.9,16.8,,18.0,,6.0,620000.0,158.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,3,1.0,46,11.0,0.0,19.0,28000000.0,901.0,95.0,9.0,,9.7,17.6,,19.0,,7.0,976000.0,246.0,0.0,0.0,101.0,
4G,5,Loc_2_5m,TCP,DL,4,1.0,46,10.0,0.0,18.0,29000000.0,990.0,10.0,1.0,,9.8,17.6,,18.0,,8.0,880000.0,228.0,0.0,0.0,266.0,
4G,5,Loc_2_5m,TCP,DL,5,1.0,46,10.0,0.0,17.0,26000000.0,920.0,74.0,7.0,,11.5,19.6,,19.0,,10.0,726000.0,186.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,6,1.0,46,9.0,0.0,17.0,26000000.0,958.0,40.0,4.0,,13.7,21.3,,21.0,,12.0,710000.0,219.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,7,1.0,46,9.0,0.0,16.0,24000000.0,924.0,67.0,6.0,,15.3,23.3,,21.0,,14.0,632000.0,199.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,8,1.0,46,10.0,0.0,16.0,25000000.0,939.0,53.0,5.0,,15.0,22.4,,23.0,,14.0,644000.0,206.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,9,1.0,46,9.0,0.0,15.0,22000000.0,948.0,50.0,5.0,,14.5,22.2,,21.0,,14.0,512000.0,182.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,10,1.0,46,9.0,0.0,16.0,24000000.0,967.0,30.0,3.0,,14.2,22.4,,22.0,,13.0,546000.0,195.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,11,1.0,46,9.0,0.0,15.0,22000000.0,924.0,71.0,7.0,,14.8,23.3,,22.0,,14.0,518000.0,188.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,12,1.0,46,9.0,0.0,16.0,24000000.0,957.0,43.0,4.0,,15.6,23.2,,23.0,,15.0,567000.0,214.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,13,1.0,46,9.0,0.0,16.0,24000000.0,950.0,46.0,4.0,,15.0,22.2,,23.0,,15.0,568000.0,198.0,0.0,0.0,520.0,
4G,5,Loc_2_5m,TCP,DL,14,1.0,46,9.0,0.0,17.0,26000000.0,955.0,42.0,4.0,,15.2,22.2,,22.0,,15.0,600000.0,184.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,15,1.0,46,9.0,0.0,16.0,25000000.0,927.0,69.0,6.0,,15.0,22.2,,21.0,,15.0,534000.0,185.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,16,1.0,46,9.0,0.0,15.0,23000000.0,955.0,41.0,4.0,,15.3,22.5,,23.0,,16.0,564000.0,197.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,17,1.0,46,9.0,0.0,16.0,23000000.0,950.0,48.0,4.0,,14.9,22.8,,22.0,,15.0,561000.0,184.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,18,1.0,46,9.0,0.0,15.0,23000000.0,941.0,56.0,5.0,,14.8,22.7,,24.0,,16.0,525000.0,204.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,19,1.0,46,9.0,0.0,15.0,22000000.0,945.0,54.0,5.0,,15.3,22.7,,23.0,,16.0,458000.0,163.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,20,1.0,46,9.0,0.0,14.0,22000000.0,958.0,42.0,4.0,,15.1,22.3,,24.0,,16.0,491000.0,201.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,21,1.0,46,9.0,0.0,15.0,23000000.0,964.0,33.0,3.0,,14.9,22.1,,22.0,,17.0,568000.0,181.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,22,1.0,46,9.0,0.0,16.0,23000000.0,903.0,67.0,6.0,,15.4,22.5,,23.0,,17.0,446000.0,154.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,23,1.0,46,10.0,0.0,0.0,56.0,1.0,0.0,0.0,,15.7,23.7,,0.0,,15.0,4800.0,2.0,0.0,0.0,0.0,
4G,5,Loc_2_5m,TCP,DL,24,1.0,46,7.0,0.0,0.0,168.0,3.0,0.0,0.0,,15.4,23.6,,21.0,,18.0,13000.0,3.0,0.0,0.0,0.0,
